LON,LAT,EDO,CLAVE,ESTACION,ago-22
-99.205,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",43.8
-99.310556,19.313056,DF,DDELOSLEONES,"Desierto de los Leones, Cd. de MÈx. SACMEX*",303.3
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx.",108.2
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",303.0
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",207.0
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de MÈx. SMN*",242.8
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",134.6
-99.352222,19.295,DF,EZCDF,"El Zarco, MÈx.",0.0
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de MÈx.",76.1
-99.181944,19.329722,DF,IIUNAM,"Instituto de IngenierÌa, Cd. de MÈx. UNAM*",156.1
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",67.7
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",125.7
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro RÌos El Moral, Cd. de MÈx.",0.0
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",0.0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",141.3
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",134.1
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de MÈx. UNAM*",89.4
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de MÈx. UNAM*",118.6
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",97.3
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de MÈx.",179.8
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",98.5
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx.",0.0
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de MÈx. UNAM*",199.2
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",88.0
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",94.7
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",133.1
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",38.9
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx.",47.5
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",139.4
-99.201944,19.423889,DF,PCHAPULTEPEC,"Planta Chapultepec, Cd. de MÈx. SACMEX*",98.3
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de MÈx.",98.3
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",126.2
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",173.0
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",128.3
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",88.1
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",124.4
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",153.2
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",111.8
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",153.3
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",278.4
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",118.1
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",103.1
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",121.6
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",150.4
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",173.2
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",91.5
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",146.6
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",58.7
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",157.5
-99.17,19.4,DF,RCMDF,"RadiocomunicaciÛn, Cd. de MÈx.",134.4
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. UNAM*",235.6
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",175.7
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÈx.",100.8
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",4.8
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de MÈx.",100.1
-99.121944,19.571944,DF,SDEGUADALUPE,"Sierra de Guadalupe, Cd. de MÈx. SACMEX*",130.5
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",130.5
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",137.3
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",83.9
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",103.4
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",89.7
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",139.1
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",126.5
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",172.4
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",233.9
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",92.9
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",53.8
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",166.6
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",167.1
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",101.3
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",144.3
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",225.8
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",72.1
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa LucÌa, Cd. de MÈx.",172.7
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",44.2
-99.189444,19.503333,DF,UAMAZC,"Universidad AutÛnoma Metropolitana Azcapotzalco, Cd. de MÈx. UNAM*",100.6
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",115.1
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",189.8
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",219.1
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",218.1
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",99.1
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",64.7
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",106.1
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",297.5
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",156.2
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",129.6
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",154.1
-105.955556,25.934722,DGO,GNCDR,"GuanacevÌ, Dgo.",192.5
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",206.0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",131.5
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",115.4
-104.785,23.711389,DGO,LASBAYAS2,"Las Bayas 2, Dgo. SGT*",228.0
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",87.3
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",195.8
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",258.2
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",94.4
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",174.1
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",151.0
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",320.9
-103.736944,24.401111,DGO,NIRDR,"Granja Nirvana, Dgo.",42.1
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",289.8
-104.034167,24.791111,DGO,PBLDR,"PeÒÛn Blanco, Dgo.",145.0
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",212.6
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",181.0
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",211.5
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",135.8
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",33.4
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",261.1
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",112.0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",271.0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",239.0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",27.9
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",611.5
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",162.4
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",205.6
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",132.0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",112.1
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",214.0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",35.0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",101.5
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",144.0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",256.0
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",267.5
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",214.0
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",224.8
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",245.0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",103.5
-99.749167,16.762778,GRO,ACAPULCOob,"Observatorio de Acapulco, Gro. SMN*",179.2
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",91.0
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",337.5
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",144.7
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del RÌo, Gro. CFE*",132.3
-100.44,17.209444,GRO,ATOYAC,"Atoyac, Gro. SMN*",118.8
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",140.9
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",262.1
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",345.6
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",153.0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",142.5
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",159.9
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",165.1
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",209.1
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",131.5
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",338.2
-99.686111,17.148056,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",326.2
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",279.6
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",252.8
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",197.4
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",227.9
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",191.3
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",130.4
-98.735,17.777222,GRO,OLNGR,"Olinal·, Gro.",299.5
-98.888333,18.020833,GRO,PAPALUTLACFE,"Papalutla, Gro. CFE*",162.2
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",194.0
-99.591667,17.938889,GRO,PUENTEMEZCALCFE,"Puente Mezcal, Gro. CFE*",178.6
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",242.9
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",137.0
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San CristÛbal, Gro. CFE*",379.3
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",65.1
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",126.9
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",128.3
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",388.1
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",104.1
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",191.5
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",261.5
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",206.0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",158.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",190.5
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",167.8
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",139.8
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",173.5
-100.712222,20.0325,GTO,ACNGJ,"Ac·mbaro, Gto.",190.0
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",135.4
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",52.2
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",166.5
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",198.0
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",120.8
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",209.1
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",116.0
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",168.4
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",167.1
-100.962778,20.487778,GTO,CRTGJ,"Cort·zar, Gto.",172.3
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",43.8
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",237.3
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",44.0
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",114.6
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",201.1
-101.244444,20.872222,GTO,ECHGJ,"El ChapÌn, Gto.",204.1
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",194.8
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",240.3
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",195.8
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",183.5
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",332.0
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",194.0
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",204.0
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",316.7
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",180.6
-101.693333,21.136389,GTO,LENGJ,"LeÛn, Gto.",270.0
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",298.0
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",206.1
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",192.2
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",294.0
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",45.5
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",95.0
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",262.3
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",87.6
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",242.7
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",178.0
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",270.0
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",314.9
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",61.0
-100.669722,20.055278,GTO,SLSGJ,"SolÌs, Gto.",210.5
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",136.1
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",160.3
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",205.3
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",329.8
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",263.0
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",338.0
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",50.9
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",32.2
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",34.5
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",48.0
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",292.6
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",77.9
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",85.4
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",18.7
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",91.3
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",44.9
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",37.0
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",54.2
-98.7475,20.123333,HGO,PACHUCAob,"Observatorio de Pachuca, Hgo. SMN*",45.6
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",55.4
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",57.0
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",21.5
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",12.1
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",4.1
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",22.6
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",64.5
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",188.8
-103.228611,22.325833,JAL,ACHZC,"Achimec, Jal.",261.4
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",199.0
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",167.7
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",300.1
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",134.5
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",124.3
-103.782778,21.831667,JAL,BLNJL,"BolaÒos, Jal.",100.0
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzm·n, Jal. SMN*",113.0
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm·n, Jal.",163.4
-104.555278,19.627778,JAL,CHFJL,"El ChiflÛn, Jal.",498.0
-102.774167,19.287778,JAL,CHLMC,"ConstituciÛn de Apatzing·n, Jal.",146.6
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",267.1
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",432.6
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",423.6
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",169.4
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",324.0
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",248.8
-102.976111,20.681389,JAL,EGCJL,"Ing. ElÌas Gonz·lez Ch·vez, Jal.",252.5
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",373.4
-103.3925,20.706667,JAL,GUADALAJARAob,"Observatorio de Guadalajara , Jal. SMN*",347.1
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",271.1
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",426.9
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",94.0
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",246.6
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",174.9
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",206.0
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",190.9
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",203.8
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",98.8
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitl·n, Jal. SGT*",155.2
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",79.2
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",135.6
-103.322778,20.286667,JAL,PBRJL,"Piedra Barrenada, Jal.",230.2
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",200.0
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",247.2
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",142.0
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",349.9
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",191.0
-103.423056,20.355556,JAL,SCRISTOBAL2CFE,"San CristÛbal 2, Jal. CFE*",226.4
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",275.5
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatl·n 1, Jal. SMN*",106.4
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",198.0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",252.6
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",126.5
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",187.7
-103.044167,20.169167,JAL,TIZJL,"Tizap·Ån, Jal. SMN*",134.0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",234.3
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",110.2
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",89.2
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",194.5
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",228.8
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",228.0
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",185.3
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",225.0
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",0.0
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",113.8
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, MÈx. SMN*",157.4
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",194.8
-100.436389,18.781111,MEX,BEJMX,"Bejucos, MÈx.",164.7
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, MÈx. UNAM*",101.3
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",115.1
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",139.1
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÈx. SMN*",210.2
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",174.8
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",174.0
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",120.2
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, MÈx",273.8
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",114.3
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",99.6
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",191.9
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",140.4
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",118.2
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",117.1
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",215.9
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",187.8
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",74.0
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",40.1
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",94.9
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, MÈx.",85.9
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",137.3
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",124.6
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",133.5
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",141.4
