LON,LAT,EDO,CLAVE,ESTACION,ago-22
-89.681944,22.384167,YUC,ISLAPEREZmar,"Isla PÈrez, Yuc. SEMAR*",8.1
-89.651111,20.946389,YUC,MEOYC,"Observatorio de MÈrida, Yuc.",196.6
-89.4375,21.105556,YUC,MOCYC,"Mococh·, Yuc.",208.7
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",206.7
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",78.9
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",227.5
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",261.0
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",74.7
-88.160278,21.571111,YUC,RILYC,"RÌo Lagartos, Yuc. SMN*",86.2
-88.160556,21.571667,YUC,RLAYC,"RÌo Lagartos, Yuc.",167.8
-89.046944,20.030278,YUC,TANYC,"TantaquÌn, Yuc.",332.4
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",122.7
-88.1725,21.158611,YUC,TIZYC,"TizimÌn, Yuc.",398.6
-89.047222,20.030278,YUC,TNTYC,"TantaquÌn, Yuc. SMN*",195.0
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",222.8
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",342.6
-102.951667,22.823611,ZAC,BTEZC,"RamÛn LÛpez Velarde, Zac.",45.2
-102.889167,22,ZAC,CHIZC,"El Chique, Zac.",183.9
-101.389444,24.621389,ZAC,CORZC,"ConcepciÛn del Oro, Zac.",11.0
-103.093611,23.693056,ZAC,ELCZC,"El Cazadero, Zac.",138.6
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",82.5
-103.339722,21.649444,ZAC,EXCZC,"Miguel Alem·n, Zac.",249.5
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",126.2
-103.093333,21.933333,ZAC,GJAZC,"General JoaquÌn Amaro, Zac.",233.0
-102.506667,22.745556,ZAC,GPEZC,"Guadalupe, Zac.",89.6
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",111.8
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",177.1
-103.113889,21.404167,ZAC,JCHZC,"Juchipila, Zac.",298.5
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",168.2
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",93.5
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",186.1
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",166.7
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",87.0
-103.383333,22.836667,ZAC,LOBZC,"Manuel Felgueres, Zac.",122.7
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",83.4
-103.207222,23.179444,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",96.7
-103.443056,24.2875,ZAC,MGAZC,"Miguel Auza, Zac.",145.1
-103.362222,21.212778,ZAC,MORZC,"Mezquital del Oro, Zac.",194.0
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",177.6
-102.845556,21.3575,ZAC,NCTZC,"Nochistl·n, Zac.",189.6
-102.615,24.983056,ZAC,NTAZC,"Nuevo Tampico, Zac.",45.4
-102.269444,22.577778,ZAC,OCAZC,"Ojo Caliente, Zac.",144.1
-102.796667,22.347222,ZAC,PALZC,"Palomas, Zac.",156.6
-101.399167,22.117778,ZAC,PINZC,"Pino Su·rez, Zac.",86.2
-102.897222,21.723056,ZAC,PMOZC,"Los MoraleÒos, Zac.",150.5
-103.025833,23.816944,ZAC,RGRZC,"RÌo Grande, Zac.",111.3
-102.8825,24.326111,ZAC,SFOZC,"San Francisco, Zac.",115.2
-103.488889,24.289167,ZAC,SGOZC,"Santiago, Zac.",82.8
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",128.9
-103.493333,22.333056,ZAC,STEZC,"Independencia Nacional, Zac.",176.8
-103.112778,22.925833,ZAC,STRZC,"Santa Rosa, Zac.",125.9
-102.859167,22.120833,ZAC,TAYZC,"Ing. Juli·n Adame Alatorre, Zac.",143.8
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",174.0
-103.461944,21.468611,ZAC,TGOZC,"Te˙l de Gonz·lez Ortega, Zac.",178.2
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",292.6
-103.337778,21.604722,ZAC,VILZC,"JosÈ MarÌa Morelos, Zac.",270.7
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",165.5
