LON,LAT,EDO,CLAVE,ESTACION,sep-22
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",133.3
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de MÈx. SMN*",133.4
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",102.4
-99.352222,19.295,DF,EZCDF,"El Zarco, MÈx.",0
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de MÈx.",88.7
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",58.7
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",156.3
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro RÌos El Moral, Cd. de MÈx.",0
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",70.1
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",78.4
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de MÈx. UNAM*",119.3
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de MÈx. UNAM*",75.2
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",72.1
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de MÈx.",127.2
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",80.2
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx.",0
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de MÈx. UNAM*",103
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",80.1
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",50.3
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",58.4
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",37.8
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx.",54.4
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",59.4
-99.201944,19.423889,DF,PCHAPULTEPEC,"Planta Chapultepec, Cd. de MÈx. SACMEX*",68
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de MÈx.",70.8
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",102.3
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",89.9
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",104.1
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",90.2
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",90.4
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",94.5
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",86.4
-99.094722,19.482222,DF,PREPA3,"Prepa 3, Cd. de MÈx. UNAM*",60.7
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",79.5
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",229.9
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",84.3
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",96.3
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",58.2
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",66.8
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",108.9
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",46
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",77.5
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",27.9
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",119
-99.17,19.4,DF,RCMDF,"RadiocomunicaciÛn, Cd. de MÈx.",95.8
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. UNAM*",122.2
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",132.8
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÈx.",140.2
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",0
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de MÈx.",108.2
-99.121944,19.571944,DF,SDEGUADALUPE,"Sierra de Guadalupe, Cd. de MÈx. SACMEX*",105.1
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",113.5
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",71.7
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",63.8
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",56.6
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",68
-99.196389,19.403611,DF,TACUBAYAob,"Observatorio de Tacubaya, Cd. de MÈx. SMN*",96.8
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",102.8
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",78
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",159.2
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",121.4
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",64.2
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",91.7
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",91.4
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",95.3
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",96.5
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",90
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",166.1
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",56.4
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa LucÌa, Cd. de MÈx.",141
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",51
-99.189444,19.503333,DF,UAMAZC,"Universidad AutÛnoma Metropolitana Azcapotzalco, Cd. de MÈx. UNAM*",49.5
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",79.3
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",68.7
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",222.5
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",55
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",42
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",51.7
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",91.5
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",176.7
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",237.3
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",35
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",49.7
-105.955556,25.934722,DGO,GNCDR,"GuanacevÌ, Dgo.",202
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",78
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",168.2
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",85.4
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",53.8
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",68
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",64
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",25.6
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",70.6
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",34.5
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",135.4
-103.736944,24.401111,DGO,NIRDR,"Granja Nirvana, Dgo.",123.5
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",250.6
-104.034167,24.791111,DGO,PBLDR,"PeÒÛn Blanco, Dgo.",11
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",28
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",107.5
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",49.8
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",94.5
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",36
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",178
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",153.5
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",111
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",186
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",29
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",255
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",82.3
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",56.8
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",112.6
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",51
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",85.8
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",30
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",7.8
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",86.8
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",102.6
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",105.5
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",119
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",175.4
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",185
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",504.9
-99.749167,16.762778,GRO,ACAPULCOob,"Observatorio de Acapulco, Gro. SMN*",337.2
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",212.8
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",363.4
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",175.7
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del RÌo, Gro. CFE*",164.6
-100.44,17.209444,GRO,ATOYAC,"Atoyac, Gro. SMN*",343.5
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",418.4
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",685.2
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",288
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",213.4
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",163
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",683.9
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",273.1
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",248.8
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",237.8
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",143.5
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",158.4
-99.686111,17.148056,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",472.6
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",437.8
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",276.5
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",276.9
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",198.7
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",159.7
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",381
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",483
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",405.7
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",327.2
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",217.3
-98.735,17.777222,GRO,OLNGR,"Olinal·, Gro.",265
-98.888333,18.020833,GRO,PAPALUTLACFE,"Papalutla, Gro. CFE*",136.5
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",402
-99.591667,17.938889,GRO,PUENTEMEZCALCFE,"Puente Mezcal, Gro. CFE*",246.6
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",538.4
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",495
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San CristÛbal, Gro. CFE*",231.5
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",358
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",193.6
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",638.8
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",205.7
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",229.1
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",216.3
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",311.5
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",164
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",232
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",146.1
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",182.9
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",241.1
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",266
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",44
-100.712222,20.0325,GTO,ACNGJ,"Ac·mbaro, Gto.",146
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",82.9
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",115
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",123
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",53
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",39.5
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",69.3
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",29
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",76
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",45.5
-100.962778,20.487778,GTO,CRTGJ,"Cort·zar, Gto.",54.6
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",110.5
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",14.5
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",115
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",45
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",76
-101.244444,20.872222,GTO,ECHGJ,"El ChapÌn, Gto.",47
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",24.3
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",17.2
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",28.4
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",31
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",42
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",82.5
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",32
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",72.9
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",78.5
-101.693333,21.136389,GTO,LENGJ,"LeÛn, Gto.",17
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",31
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",62
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",93
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",75.1
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",112.2
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",37
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",129.5
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",93.6
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",37.6
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",80.4
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",56.2
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",75
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",99.5
-100.669722,20.055278,GTO,SLSGJ,"SolÌs, Gto.",155
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",49.2
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",101.5
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",106.9
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",52.6
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",77
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",71
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",87.9
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",230
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",96
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",390.4
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",244.5
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",28
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",60.8
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",264.9
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",255.4
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",66
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",415.1
-98.7475,20.123333,HGO,PACHUCAob,"Observatorio de Pachuca, Hgo. SMN*",10.4
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",34.1
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",53.9
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",81.1
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",24.1
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",96.1
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",49.9
-98.357222,20.084167,HGO,TULANCINGOob,"Observatorio de Tulancingo, Hgo. SMN*",58.9
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",384
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",45.4
-103.228611,22.325833,JAL,ACHZC,"Achimec, Jal.",56.8
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",19.5
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",56
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",49.6
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",132
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",47.7
-103.782778,21.831667,JAL,BLNJL,"BolaÒos, Jal.",47.7
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzm·n, Jal. SMN*",127
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm·n, Jal.",221
-104.555278,19.627778,JAL,CHFJL,"El ChiflÛn, Jal.",314.8
-102.774167,19.287778,JAL,CHLMC,"ConstituciÛn de Apatzing·n, Jal.",51.7
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",156.9
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",346
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",180.1
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",548.3
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",80.8
-102.976111,20.681389,JAL,EGCJL,"Ing. ElÌas Gonz·lez Ch·vez, Jal.",54.9
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",48
-103.3925,20.706667,JAL,GUADALAJARAob,"Observatorio de Guadalajara , Jal. SMN*",60.4
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",50.3
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",72.8
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",114.7
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",28.1
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",10.6
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",48
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",31
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",25
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitl·n, Jal. SGT*",37.6
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",267.8
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",25
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",41.6
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",126.3
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",288.5
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",32.4
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",18
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatl·n 1, Jal. SMN*",103.8
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",73.4
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",9
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",43.9
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",44
-103.044167,20.169167,JAL,TIZJL,"Tizap·Ån, Jal. SMN*",52.1
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",34.5
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",6.4
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",78.8
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",158.8
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",75.4
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",20.5
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",35
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",129.1
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",0
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",55.7
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, MÈx. SMN*",59.3
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",86.6
-100.436389,18.781111,MEX,BEJMX,"Bejucos, MÈx.",226.1
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, MÈx. UNAM*",71.9
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",72.5
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",71.5
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÈx. SMN*",140.7
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",111.5
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",105.7
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",80.2
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, MÈx",290.5
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",89.9
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",99.6
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",179.1
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",71.9
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",52.5
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",72.5
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",106.9
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",227.5
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",76.5
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",134.3
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",53.3
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, MÈx.",80
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",28.6
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",69.7
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",59.1
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",147
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",35.7
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",196.1
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",62.8
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",74
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",70.2
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",219.2
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",224.6
